OUTPUT Filename,Site,Buoy Size,Total mass,Payload,Waves,Current,Main mooring length,Chain Length,Max Tension,Max Anchor Fx,Max Anchor Fz,Min Clearance,Chain cost,Tether Cost,Anchor weight required,,Anchor cost,total mooring cost,Tether safety factor,Run 2
PS_buoyS_mass2150_RGwavesMax_currAve.dat,PISCES,Small,2150,1200,Max,Average,244,10,1047,376,317,0.8,$287,"$3,476",409,1,$300,"$5,063",127.9,
PS_buoyS_mass950_RGwavesAve_currMax.dat,PISCES,Small,950,0,Average,Max,244,10,1463,723,589,1.1,$287,"$3,476",782,1,$300,"$5,063",91.5,
PS_buoyS_mass1200_RGwavesAve_currMax.dat,PISCES,Small,1200,250,Average,Max,244,10,1526,767,637,1.0,$287,"$3,476",833,1,$300,"$5,063",87.8,
PS_buoyS_mass1450_RGwavesAve_currMax.dat,PISCES,Small,1450,500,Average,Max,244,10,1589,815,687,0.9,$287,"$3,476",887,1,$300,"$5,063",84.3,
PS_buoyS_mass1700_RGwavesAve_currMax.dat,PISCES,Small,1700,750,Average,Max,244,10,1653,860,733,0.9,$287,"$3,476",938,1,$300,"$5,063",81.0,
PS_buoyS_mass2150_RGwavesAve_currMax.dat,PISCES,Small,2150,1200,Average,Max,244,10,1799,962,838,0.1,$287,"$3,476",1053,1,$300,"$5,063",74.4,
HU_buoyS_mass950_RGwavesMax_currAve.dat,Hueneme,Small,950,0,Max,Average,150,10,845,348,218,0.4,$287,"$2,581",362,0,$0,"$3,868",158.4,
HU_buoyS_mass1200_RGwavesMax_currAve.dat,Hueneme,Small,1200,250,Max,Average,150,10,885,375,253,0.3,$287,"$2,581",394,0,$0,"$3,868",151.4,
HU_buoyS_mass1450_RGwavesMax_currAve.dat,Hueneme,Small,1450,500,Max,Average,150,10,915,393,281,0.2,$287,"$2,581",417,1,$300,"$4,168",146.3,
HU_buoyS_mass1700_RGwavesMax_currAve.dat,Hueneme,Small,1700,750,Max,Average,150,10,940,408,310,0.9,$287,"$2,581",436,1,$300,"$4,168",142.4,
HU_buoyS_mass2150_RGwavesMax_currAve.dat,Hueneme,Small,2150,1200,Max,Average,150,10,1068,469,425,-0.4,$287,"$2,581",517,1,$300,"$4,168",125.3,
HU_buoyS_mass950_RGwavesAve_currMax.dat,Hueneme,Small,950,0,Average,Max,150,10,1022,430,391,1.1,$287,"$2,581",475,1,$300,"$4,168",131.0,
HU_buoyS_mass1200_RGwavesAve_currMax.dat,Hueneme,Small,1200,250,Average,Max,150,10,1100,472,456,1.0,$287,"$2,581",527,1,$300,"$4,168",121.8,
HU_buoyS_mass1450_RGwavesAve_currMax.dat,Hueneme,Small,1450,500,Average,Max,150,10,1168,514,513,0.9,$287,"$2,581",577,1,$300,"$4,168",114.7,
HU_buoyS_mass1700_RGwavesAve_currMax.dat,Hueneme,Small,1700,750,Average,Max,150,10,1215,544,548,0.9,$287,"$2,581",612,1,$300,"$4,168",110.2,
HU_buoyS_mass2150_RGwavesAve_currMax.dat,Hueneme,Small,2150,1200,Average,Max,150,10,1446,676,715,0.2,$287,"$2,581",768,1,$300,"$4,168",92.6,
BE_buoyS_mass950_RGwavesMax_currAve.dat,Bering,Small,950,0,Max,Average,66,10,2212,1465,1304,0.3,$287,"$1,782",1610,2,"$1,600","$4,669",60.5,
BE_buoyS_mass1200_RGwavesMax_currAve.dat,Bering,Small,1200,250,Max,Average,66,10,2381,1615,1412,0.2,$287,"$1,782",1770,2,"$1,600","$4,669",56.2,
BE_buoyS_mass1450_RGwavesMax_currAve.dat,Bering,Small,1450,500,Max,Average,66,10,2561,1763,1517,0.0,$287,"$1,782",1926,2,"$1,600","$4,669",52.3,
BE_buoyS_mass1700_RGwavesMax_currAve.dat,Bering,Small,1700,750,Max,Average,66,10,2739,1893,1582,-0.1,$287,"$1,782",2058,3,"$1,900","$4,969",48.9,
BE_buoyS_mass2150_RGwavesMax_currAve.dat,Bering,Small,2150,1200,Max,Average,66,10,2305,1741,1178,-8.1,$287,"$1,782",1830,2,"$1,600","$4,669",58.1,
BE_buoyS_mass950_RGwavesAve_currMax.dat,Bering,Small,950,0,Average,Max,66,10,839,527,331,1.1,$287,"$1,782",548,1,$300,"$3,369",159.5,
BE_buoyS_mass1200_RGwavesAve_currMax.dat,Bering,Small,1200,250,Average,Max,66,10,928,588,398,1.0,$287,"$1,782",618,1,$300,"$3,369",144.3,
BE_buoyS_mass1450_RGwavesAve_currMax.dat,Bering,Small,1450,500,Average,Max,66,10,1015,651,469,0.9,$287,"$1,782",691,1,$300,"$3,369",131.9,
BE_buoyS_mass1700_RGwavesAve_currMax.dat,Bering,Small,1700,750,Average,Max,66,10,1101,711,530,0.8,$287,"$1,782",758,1,$300,"$3,369",121.6,
BE_buoyS_mass2150_RGwavesAve_currMax.dat,Bering,Small,2150,1200,Average,Max,66,10,1109,740,525,-0.1,$287,"$1,782",784,1,$300,"$3,369",120.7,
SF_buoyS_mass950_RGwavesMax_currAve.dat,SFOMF,Small,950,0,Max,Average,234,10,3957,2792,2083,0.1,$287,"$3,380",2979,4,"$2,200","$6,868",33.8,
SF_buoyS_mass1200_RGwavesMax_currAve.dat,SFOMF,Small,1200,250,Max,Average,234,10,4204,3022,2198,0.0,$287,"$3,380",3212,4,"$2,200","$6,868",31.8,
SF_buoyS_mass1450_RGwavesMax_currAve.dat,SFOMF,Small,1450,500,Max,Average,234,10,4594,3398,2373,-0.5,$287,"$3,380",3589,4,"$2,200","$6,868",29.1,
SF_buoyS_mass1700_RGwavesMax_currAve.dat,SFOMF,Small,1700,750,Max,Average,234,10,5166,3838,2560,-0.6,$287,"$3,380",4026,5,"$2,500","$7,168",25.9,
SF_buoyS_mass2150_RGwavesMax_currAve.dat,SFOMF,Small,2150,1200,Max,Average,234,10,2621,1727,1290,-12.5,$287,"$3,380",1843,2,"$1,600","$6,268",51.1,
SF_buoyS_mass950_RGwavesAve_currMax.dat,SFOMF,Small,950,0,Average,Max,234,10,3756,2873,1808,1.0,$287,"$3,380",2990,4,"$2,200","$6,868",35.7,
SF_buoyS_mass1200_RGwavesAve_currMax.dat,SFOMF,Small,1200,250,Average,Max,234,10,3893,3001,1875,0.9,$287,"$3,380",3120,4,"$2,200","$6,868",34.4,
SF_buoyS_mass1450_RGwavesAve_currMax.dat,SFOMF,Small,1450,500,Average,Max,234,10,4019,3121,1936,0.8,$287,"$3,380",3242,4,"$2,200","$6,868",33.3,
SF_buoyS_mass1700_RGwavesAve_currMax.dat,SFOMF,Small,1700,750,Average,Max,234,10,4258,3351,2059,0.7,$287,"$3,380",3476,4,"$2,200","$6,868",31.4,
SF_buoyS_mass2150_RGwavesAve_currMax.dat,SFOMF,Small,2150,1200,Average,Max,234,10,2787,2165,1094,-32.1,$287,"$3,380",2193,3,"$1,900","$6,568",48.0,
PW_buoyL_mass12000_RGwavesMax_currAve.dat,PacWave,Large,12000,0,Max,Average,75,20,1564,1135,444,1.6,$574,"$1,868",1120,1,$300,"$3,742",85.6,
PW_buoyL_mass15000_RGwavesMax_currAve.dat,PacWave,Large,15000,3000,Max,Average,75,20,2056,1537,779,1.5,$574,"$1,868",1557,2,"$1,600","$5,042",65.1,
PW_buoyL_mass18000_RGwavesMax_currAve.dat,PacWave,Large,18000,6000,Max,Average,75,20,2593,1991,1093,1.3,$574,"$1,868",2036,3,"$1,900","$5,342",51.6,
PW_buoyL_mass22000_RGwavesMax_currAve.dat,PacWave,Large,22000,10000,Max,Average,75,20,3245,2576,1422,1.1,$574,"$1,868",2636,3,"$1,900","$5,342",41.3,
PW_buoyL_mass28000_RGwavesMax_currAve.dat,PacWave,Large,28000,16000,Max,Average,75,20,4251,3521,1850,0.8,$574,"$1,868",3582,4,"$2,200","$5,642",31.5,
PW_buoyL_mass12000_RGwavesAve_currMax.dat,PacWave,Large,12000,0,Average,Max,75,20,3470,2902,1408,1.8,$574,"$1,868",2926,4,"$2,200","$5,642",38.6,
PW_buoyL_mass15000_RGwavesAve_currMax.dat,PacWave,Large,15000,3000,Average,Max,75,20,4108,3500,1676,1.6,$574,"$1,868",3523,4,"$2,200","$5,642",32.6,
PW_buoyL_mass18000_RGwavesAve_currMax.dat,PacWave,Large,18000,6000,Average,Max,75,20,4746,4109,1917,1.5,$574,"$1,868",4126,5,"$2,500","$5,942",28.2,
PW_buoyL_mass22000_RGwavesAve_currMax.dat,PacWave,Large,22000,10000,Average,Max,75,20,5587,4925,2201,1.3,$574,"$1,868",4923,6,"$3,800","$7,242",24.0,
PW_buoyL_mass28000_RGwavesAve_currMax.dat,PacWave,Large,28000,16000,Average,Max,75,20,6883,6201,2583,1.1,$574,"$1,868",6157,8,"$4,400","$7,842",19.5,
WT_buoyL_mass12000_RGwavesMax_currAve.dat,WETS,Large,12000,0,Max,Average,56,20,1529,1200,396,1.7,$574,"$1,687",1168,1,$300,"$3,561",87.6,
WT_buoyL_mass15000_RGwavesMax_currAve.dat,WETS,Large,15000,3000,Max,Average,56,20,1744,1381,537,1.6,$574,"$1,687",1363,2,"$1,600","$4,861",76.8,
WT_buoyL_mass18000_RGwavesMax_currAve.dat,WETS,Large,18000,6000,Max,Average,56,20,1964,1569,671,1.5,$574,"$1,687",1562,2,"$1,600","$4,861",68.2,
WT_buoyL_mass22000_RGwavesMax_currAve.dat,WETS,Large,22000,10000,Max,Average,56,20,2780,2278,1100,1.3,$574,"$1,687",2296,3,"$1,900","$5,161",48.2,
WT_buoyL_mass28000_RGwavesMax_currAve.dat,WETS,Large,28000,16000,Max,Average,56,20,2699,2210,1053,1.0,$574,"$1,687",2224,3,"$1,900","$5,161",49.6,
WT_buoyL_mass12000_RGwavesAve_currMax.dat,WETS,Large,12000,0,Average,Max,56,20,1258,1016,226,1.8,$574,"$1,687",964,1,$300,"$3,561",106.4,
WT_buoyL_mass15000_RGwavesAve_currMax.dat,WETS,Large,15000,3000,Average,Max,56,20,1462,1182,351,1.6,$574,"$1,687",1142,1,$300,"$3,561",91.6,
WT_buoyL_mass18000_RGwavesAve_currMax.dat,WETS,Large,18000,6000,Average,Max,56,20,1658,1350,467,1.5,$574,"$1,687",1319,2,"$1,600","$4,861",80.7,
WT_buoyL_mass22000_RGwavesAve_currMax.dat,WETS,Large,22000,10000,Average,Max,56,20,1924,1583,614,1.3,$574,"$1,687",1561,2,"$1,600","$4,861",69.6,
WT_buoyL_mass28000_RGwavesAve_currMax.dat,WETS,Large,28000,16000,Average,Max,56,20,2342,1951,827,1.1,$574,"$1,687",1940,2,"$1,600","$4,861",57.2,
MA_buoyL_mass12000_RGwavesMax_currAve.dat,Mid Atlantic,Large,12000,0,Max,Average,85,20,6940,6331,2554,1.6,$574,"$1,963",6267,8,"$4,400","$7,937",19.3,
MA_buoyL_mass15000_RGwavesMax_currAve.dat,Mid Atlantic,Large,15000,3000,Max,Average,85,20,8693,8072,3014,1.4,$574,"$1,963",7936,10,"$6,000","$9,537",15.4,
MA_buoyL_mass18000_RGwavesMax_currAve.dat,Mid Atlantic,Large,18000,6000,Max,Average,85,20,10435,9818,3384,1.3,$574,"$1,963",9589,12,"$6,600","$10,137",12.8,
MA_buoyL_mass22000_RGwavesMax_currAve.dat,Mid Atlantic,Large,22000,10000,Max,Average,85,20,12696,12091,3774,1.1,$574,"$1,963",11721,15,"$8,500","$12,037",10.5,
MA_buoyL_mass28000_RGwavesMax_currAve.dat,Mid Atlantic,Large,28000,16000,Max,Average,85,20,18053,17508,4466,0.5,$574,"$1,963",16747,21,"$11,300","$14,837",7.4,
MA_buoyL_mass12000_RGwavesAve_currMax.dat,Mid Atlantic,Large,12000,0,Average,Max,85,20,8204,7814,2535,1.7,$574,"$1,963",7596,9,"$4,700","$8,237",16.3,
MA_buoyL_mass15000_RGwavesAve_currMax.dat,Mid Atlantic,Large,15000,3000,Average,Max,85,20,9744,9309,2915,1.6,$574,"$1,963",9026,11,"$6,300","$9,837",13.7,
MA_buoyL_mass18000_RGwavesAve_currMax.dat,Mid Atlantic,Large,18000,6000,Average,Max,85,20,11284,10829,3245,1.5,$574,"$1,963",10467,13,"$6,900","$10,437",11.9,
MA_buoyL_mass22000_RGwavesAve_currMax.dat,Mid Atlantic,Large,22000,10000,Average,Max,85,20,13284,12813,3607,1.3,$574,"$1,963",12332,15,"$8,500","$12,037",10.1,
MA_buoyL_mass28000_RGwavesAve_currMax.dat,Mid Atlantic,Large,28000,16000,Average,Max,85,20,16524,16076,4060,1.1,$574,"$1,963",15368,19,"$10,700","$14,237",8.1,
PS_buoyL_mass12000_RGwavesMax_currAve.dat,PISCES,Large,12000,0,Max,Average,244,20,1122,463,16,1.8,$574,"$3,476",420,1,$300,"$5,350",119.3,
PS_buoyL_mass15000_RGwavesMax_currAve.dat,PISCES,Large,15000,3000,Max,Average,244,20,1182,512,67,1.7,$574,"$3,476",476,1,$300,"$5,350",113.3,
PS_buoyL_mass18000_RGwavesMax_currAve.dat,PISCES,Large,18000,6000,Max,Average,244,20,1241,560,120,1.6,$574,"$3,476",531,1,$300,"$5,350",107.9,
PS_buoyL_mass22000_RGwavesMax_currAve.dat,PISCES,Large,22000,10000,Max,Average,244,20,1318,621,191,1.4,$574,"$3,476",601,1,$300,"$5,350",101.6,
PS_buoyL_mass28000_RGwavesMax_currAve.dat,PISCES,Large,28000,16000,Max,Average,244,20,1433,705,293,1.2,$574,"$3,476",700,1,$300,"$5,350",93.4,
PS_buoyL_mass12000_RGwavesAve_currMax.dat,PISCES,Large,12000,0,Average,Max,244,20,1968,1182,626,1.8,$574,"$3,476",1204,2,"$1,600","$6,650",68.0,
PS_buoyL_mass15000_RGwavesAve_currMax.dat,PISCES,Large,15000,3000,Average,Max,244,20,2196,1363,778,1.7,$574,"$3,476",1401,2,"$1,600","$6,650",61.0,
PS_buoyL_mass18000_RGwavesAve_currMax.dat,PISCES,Large,18000,6000,Average,Max,244,20,2407,1537,913,1.6,$574,"$3,476",1587,2,"$1,600","$6,650",55.6,
PS_buoyL_mass22000_RGwavesAve_currMax.dat,PISCES,Large,22000,10000,Average,Max,244,20,2673,1762,1074,1.4,$574,"$3,476",1826,2,"$1,600","$6,650",50.1,
PS_buoyL_mass28000_RGwavesAve_currMax.dat,PISCES,Large,28000,16000,Average,Max,244,20,3078,2114,1300,1.2,$574,"$3,476",2193,3,"$1,900","$6,950",43.5,
HU_buoyL_mass12000_RGwavesMax_currAve.dat,Hueneme,Large,12000,0,Max,Average,150,20,887,389,9,1.8,$574,"$2,581",352,0,$0,"$4,155",151.0,
HU_buoyL_mass15000_RGwavesMax_currAve.dat,Hueneme,Large,15000,3000,Max,Average,150,20,956,443,9,1.6,$574,"$2,581",400,1,$300,"$4,455",140.1,
HU_buoyL_mass18000_RGwavesMax_currAve.dat,Hueneme,Large,18000,6000,Max,Average,150,20,1024,497,15,1.5,$574,"$2,581",450,1,$300,"$4,455",130.8,
HU_buoyL_mass22000_RGwavesMax_currAve.dat,Hueneme,Large,22000,10000,Max,Average,150,20,1118,579,95,1.3,$574,"$2,581",542,1,$300,"$4,455",119.7,
HU_buoyL_mass28000_RGwavesMax_currAve.dat,Hueneme,Large,28000,16000,Max,Average,150,20,1285,716,234,1.1,$574,"$2,581",696,1,$300,"$4,455",104.2,
HU_buoyL_mass12000_RGwavesAve_currMax.dat,Hueneme,Large,12000,0,Average,Max,150,20,1468,833,392,1.8,$574,"$2,581",838,1,$300,"$4,455",91.2,
HU_buoyL_mass15000_RGwavesAve_currMax.dat,Hueneme,Large,15000,3000,Average,Max,150,20,1670,986,532,1.7,$574,"$2,581",1006,1,$300,"$4,455",80.2,
HU_buoyL_mass18000_RGwavesAve_currMax.dat,Hueneme,Large,18000,6000,Average,Max,150,20,1921,1180,705,1.5,$574,"$2,581",1219,2,"$1,600","$5,755",69.7,
HU_buoyL_mass22000_RGwavesAve_currMax.dat,Hueneme,Large,22000,10000,Average,Max,150,20,2302,1494,940,1.3,$574,"$2,581",1555,2,"$1,600","$5,755",58.2,
HU_buoyL_mass28000_RGwavesAve_currMax.dat,Hueneme,Large,28000,16000,Average,Max,150,20,3205,2277,1425,1.0,$574,"$2,581",2368,3,"$1,900","$6,055",41.8,
BE_buoyL_mass12000_RGwavesMax_currAve.dat,Bering,Large,12000,0,Max,Average,66,20,1653,1234,446,1.6,$574,"$1,782",1210,2,"$1,600","$4,956",81.0,
BE_buoyL_mass15000_RGwavesMax_currAve.dat,Bering,Large,15000,3000,Max,Average,66,20,2256,1723,840,1.5,$574,"$1,782",1738,2,"$1,600","$4,956",59.4,
BE_buoyL_mass18000_RGwavesMax_currAve.dat,Bering,Large,18000,6000,Max,Average,66,20,2737,2144,1110,1.3,$574,"$1,782",2178,3,"$1,900","$5,256",48.9,
BE_buoyL_mass22000_RGwavesMax_currAve.dat,Bering,Large,22000,10000,Max,Average,66,20,3639,2951,1536,1.1,$574,"$1,782",2999,4,"$2,200","$5,556",36.8,
BE_buoyL_mass28000_RGwavesMax_currAve.dat,Bering,Large,28000,16000,Max,Average,66,20,4384,3678,1848,0.8,$574,"$1,782",3723,5,"$2,500","$5,856",30.5,
BE_buoyL_mass12000_RGwavesAve_currMax.dat,Bering,Large,12000,0,Average,Max,66,20,1261,967,262,1.7,$574,"$1,782",928,1,$300,"$3,656",106.2,
BE_buoyL_mass15000_RGwavesAve_currMax.dat,Bering,Large,15000,3000,Average,Max,66,20,1511,1172,413,1.6,$574,"$1,782",1146,1,$300,"$3,656",88.6,
BE_buoyL_mass18000_RGwavesAve_currMax.dat,Bering,Large,18000,6000,Average,Max,66,20,1800,1419,577,1.5,$574,"$1,782",1405,2,"$1,600","$4,956",74.4,
BE_buoyL_mass22000_RGwavesAve_currMax.dat,Bering,Large,22000,10000,Average,Max,66,20,2150,1720,760,1.3,$574,"$1,782",1718,2,"$1,600","$4,956",62.3,
BE_buoyL_mass28000_RGwavesAve_currMax.dat,Bering,Large,28000,16000,Average,Max,66,20,2945,2431,1145,1.0,$574,"$1,782",2443,3,"$1,900","$5,256",45.5,
SF_buoyL_mass12000_RGwavesMax_currAve.dat,SFOMF,Large,12000,0,Max,Average,234,20,4960,3818,2160,1.7,$574,"$3,380",3919,5,"$2,500","$7,455",27.0,
SF_buoyL_mass15000_RGwavesMax_currAve.dat,SFOMF,Large,15000,3000,Max,Average,234,20,5749,4583,2460,1.5,$574,"$3,380",4674,6,"$3,800","$8,755",23.3,
SF_buoyL_mass18000_RGwavesMax_currAve.dat,SFOMF,Large,18000,6000,Max,Average,234,20,6535,5345,2719,1.4,$574,"$3,380",5417,7,"$4,100","$9,055",20.5,
SF_buoyL_mass22000_RGwavesMax_currAve.dat,SFOMF,Large,22000,10000,Max,Average,234,20,7555,6359,3019,1.2,$574,"$3,380",6397,8,"$4,400","$9,355",17.7,
SF_buoyL_mass28000_RGwavesMax_currAve.dat,SFOMF,Large,28000,16000,Max,Average,234,20,8728,7530,3319,0.9,$574,"$3,380",7517,9,"$4,700","$9,655",15.3,
SF_buoyL_mass12000_RGwavesAve_currMax.dat,SFOMF,Large,12000,0,Average,Max,234,20,5033,4138,2020,1.8,$574,"$3,380",4175,5,"$2,500","$7,455",26.6,
SF_buoyL_mass15000_RGwavesAve_currMax.dat,SFOMF,Large,15000,3000,Average,Max,234,20,5645,4724,2255,1.7,$574,"$3,380",4754,6,"$3,800","$8,755",23.7,
SF_buoyL_mass18000_RGwavesAve_currMax.dat,SFOMF,Large,18000,6000,Average,Max,234,20,6340,5401,2501,1.5,$574,"$3,380",5419,7,"$4,100","$9,055",21.1,
SF_buoyL_mass22000_RGwavesAve_currMax.dat,SFOMF,Large,22000,10000,Average,Max,234,20,7433,6476,2868,1.3,$574,"$3,380",6468,8,"$4,400","$9,355",18.0,
SF_buoyL_mass28000_RGwavesAve_currMax.dat,SFOMF,Large,28000,16000,Average,Max,234,20,8563,7632,3169,1.1,$574,"$3,380",7575,9,"$4,700","$9,655",15.6,